sample_number,sampled_date,text_id,room,class,sample_site,sample_type,results,units
8828640,2020-08-17,V-91250-1-17AUG20-1,91250,ISO_9,V-91250-1,viable air,2,CFU_M3
8828642,2020-08-17,V-91268-1-17AUG20-1,91268,ISO_9,V-91268-1,viable air,0,CFU_M3
8828644,2020-08-17,F-91230S-1-17AUG20-1,91230,ISO_9,F-91230S-1,surface,0,CFU_25CM2
8828645,2020-08-17,F-91250S-1-17AUG20-1,91250,ISO_9,F-91250S-1,surface,0,CFU_25CM2
8845135,2020-10-21,W-93211S-2-31OCT20-1,93211,ISO_9,W-93211S-2,surface,0,CFU_25CM2
8845138,2020-10-21,W-93211S-3-31OCT20-1,93211,ISO_9,W-93211S-3,surface,0,CFU_25CM2
8845142,2020-10-21,W-93211S-4-31OCT20-1,93211,ISO_9,W-93211S-4,surface,0,CFU_25CM2
8828646,2020-08-17,F-91268S-1-17AUG20-1,91268,ISO_9,F-91268S-1,surface,0,CFU_25CM2
8806732,2020-07-30,F-93000S-1-30JUL20-1,93000,ISO_9,F-93000S-1,surface,0,CFU_25CM2
8806733,2020-07-30,F-93000S-2-31DEC20-2,93000,ISO_9,F-93000S-2,surface,0,CFU_25CM2
8806734,2020-07-30,F-93000S-3-31DEC20-2,93000,ISO_9,F-93000S-3,surface,1,CFU_25CM2
8806735,2020-07-30,F-93001S-1-31DEC20-2,93001,ISO_9,F-93001S-1,surface,1,CFU_25CM2
8806736,2020-07-30,F-93002S-1-31DEC20-2,93002,ISO_9,F-93002S-1,surface,1,CFU_25CM2
8806737,2020-07-30,F-93004S-1-31DEC20-2,93004,ISO_9,F-93004S-1,surface,0,CFU_25CM2
8806738,2020-07-30,F-93005S-1-31DEC20-2,93005,ISO_9,F-93005S-1,surface,0,CFU_25CM2
8806739,2020-07-30,F-93006S-1-31DEC20-2,93006,ISO_9,F-93006S-1,surface,0,CFU_25CM2
8806740,2020-07-30,F-93011S-1-31DEC20-2,93011,ISO_9,F-93011S-1,surface,0,CFU_25CM2
8834523,2020-08-20,V-91141-H-3-21AUG20-1,91141,ISO_5,V-91141-H-3,BDU,0,CFU_PLATE
8788312,2020-07-16,V-92210-A-16JUL20-1,92210,ISO_9,V-92210-A,viable air,0,CFU_M3
8788313,2020-07-16,F-92210S-A-16JUL20-1,92210,ISO_9,F-92210S-A,surface,0,CFU_25CM2
8834524,2020-08-20,V-91141-H-4-21AUG20-1,91141,ISO_5,V-91141-H-4,BDU,0,CFU_PLATE
8834525,2020-08-20,V-91141-H-5-21AUG20-1,91141,ISO_5,V-91141-H-5,BDU,0,CFU_PLATE
8834526,2020-08-20,SP-91141-H-1-21AUG20-1,91141,ISO_5,SP-91141-H-1,settle plate,0,CFU
8834527,2020-08-20,SP-91141-H-2-21AUG20-1,91141,ISO_5,SP-91141-H-2,settle plate,0,CFU
8834528,2020-08-20,S-91141-H-1-21AUG20-2,91141,ISO_8,S-91141-H-1,surface,0,CFU_25CM2
8834530,2020-08-20,S-91141-H-3-21AUG20-2,91141,ISO_8,S-91141-H-3,surface,0,CFU_25CM2
8834531,2020-08-20,S-91141-H-4-21AUG20-1,91141,ISO_5,S-91141-H-4,surface,0,CFU_25CM2
8834532,2020-08-20,S-91141-H-5-21AUG20-1,91141,ISO_5,S-91141-H-5,surface,0,CFU_25CM2
8834533,2020-08-20,S-91141-H-6-21AUG20-1,91141,ISO_5,S-91141-H-6,surface,0,CFU_25CM2
8845146,2020-10-21,W-93211S-5-31OCT20-1,93211,ISO_9,W-93211S-5,surface,0,CFU_25CM2
8845149,2020-10-21,W-93211S-6-31OCT20-1,93211,ISO_9,W-93211S-6,surface,0,CFU_25CM2
8845162,2020-10-21,W-94020S-2-31OCT20-1,94020,ISO_9,W-94020S-2,surface,0,CFU_25CM2
8845152,2020-10-21,W-93211S-7-31OCT20-1,93211,ISO_9,W-93211S-7,surface,0,CFU_25CM2
8845155,2020-10-21,W-94015S-1-31OCT20-1,94015,ISO_9,W-94015S-1,surface,0,CFU_25CM2
8845159,2020-10-21,W-94020S-1-31OCT20-1,94020,ISO_9,W-94020S-1,surface,0,CFU_25CM2
8845165,2020-10-21,W-94020S-3-31OCT20-1,94020,ISO_9,W-94020S-3,surface,0,CFU_25CM2
8845178,2020-10-21,WS-93211S-4-31OCT20-1,93211,ISO_9,WS-93211S-4,surface,0,CFU_25CM2
8845169,2020-10-21,WS-93211S-1-31OCT20-1,93211,ISO_9,WS-93211S-1,surface,0,CFU_25CM2
8845171,2020-10-21,WS-93211S-2-31OCT20-1,93211,ISO_9,WS-93211S-2,surface,7,CFU_25CM2
8845174,2020-10-21,WS-93211S-3-31OCT20-1,93211,ISO_9,WS-93211S-3,surface,0,CFU_25CM2
8845181,2020-10-21,WS-93211S-5-31OCT20-1,93211,ISO_9,WS-93211S-5,surface,0,CFU_25CM2
8845187,2020-09-04,F-91210S-1-31OCT20-1,91210,ISO_8,F-91210S-1,surface,0,CFU_25CM2
8845189,2020-09-04,F-91212S-1-31OCT20-1,91212,ISO_8,F-91212S-1,surface,0,CFU_25CM2
8845192,2020-09-04,F-91212S-2-31OCT20-1,91212,ISO_8,F-91212S-2,surface,1,CFU_25CM2
8806741,2020-07-30,F-93013S-1-31DEC20-2,93013,ISO_9,F-93013S-1,surface,1,CFU_25CM2
8806743,2020-07-30,F-93018S-1-31DEC20-2,93018,ISO_9,F-93018S-1,surface,0,CFU_25CM2
8806744,2020-07-30,F-93020S-1-31DEC20-2,93020,ISO_9,F-93020S-1,surface,0,CFU_25CM2
8806745,2020-07-30,F-93021S-1-31DEC20-2,93021,ISO_9,F-93021S-1,surface,0,CFU_25CM2
8806746,2020-07-30,F-93022S-1-31DEC20-2,93022,ISO_9,F-93022S-1,surface,0,CFU_25CM2
8806747,2020-07-30,F-93023S-1-31DEC20-2,93023,ISO_9,F-93023S-1,surface,0,CFU_25CM2
8806748,2020-07-30,F-93030S-1-31DEC20-2,93030,ISO_9,F-93030S-1,surface,4,CFU_25CM2
8806749,2020-07-30,F-93030S-2-31DEC20-2,93030,ISO_9,F-93030S-2,surface,1,CFU_25CM2
8806750,2020-07-30,F-93031S-1-31DEC20-2,93031,ISO_9,F-93031S-1,surface,0,CFU_25CM2
8806751,2020-07-30,F-93032S-1-31DEC20-2,93032,ISO_9,F-93032S-1,surface,0,CFU_25CM2
8806752,2020-07-30,F-93033S-1-31DEC20-2,93033,ISO_9,F-93033S-1,surface,1,CFU_25CM2
8806753,2020-07-30,F-93034S-1-31DEC20-2,93034,ISO_9,F-93034S-1,surface,0,CFU_25CM2
8806754,2020-07-30,F-93035S-1-31DEC20-2,93035,ISO_9,F-93035S-1,surface,0,CFU_25CM2
8806755,2020-07-30,F-93036S-1-31DEC20-2,93036,ISO_9,F-93036S-1,surface,0,CFU_25CM2
8806756,2020-07-30,F-93037S-1-31DEC20-2,93037,ISO_9,F-93037S-1,surface,1,CFU_25CM2
8866762,2020-09-15,V-91171-1-15SEP20-1,91171,ISO_8,V-91171-1,viable air,0,CFU_M3
8801183,2020-07-27,V-91212-A-27JUL20-1,91212,ISO_8,V-91212-A,viable air,1,CFU_M3
8834534,2020-08-20,S-91141-H-7-21AUG20-1,91141,ISO_5,S-91141-H-7,surface,0,CFU_25CM2
8834535,2020-08-20,S-91141-H-8-21AUG20-1,91141,ISO_5,S-91141-H-8,surface,0,CFU_25CM2
8834536,2020-08-20,S-91141-H-9-21AUG20-1,91141,ISO_5,S-91141-H-9,surface,0,CFU_25CM2
8834537,2020-08-20,S-91141-H-10-21AUG20-1,91141,ISO_5,S-91141-H-10,surface,0,CFU_25CM2
8834538,2020-08-20,S-91141-H-11-21AUG20-1,91141,ISO_5,S-91141-H-11,surface,0,CFU_25CM2
8834539,2020-08-20,S-91141-H-12-21AUG20-1,91141,ISO_5,S-91141-H-12,surface,0,CFU_25CM2
8834541,2020-08-20,S-91141-H-15-21AUG20-1,91141,ISO_5,S-91141-H-15,surface,0,CFU_25CM2
8834542,2020-08-20,S-91141-H-17-21AUG20-1,91141,ISO_5,S-91141-H-17,surface,0,CFU_25CM2
8845194,2020-09-04,F-91213S-1-31OCT20-1,91213,ISO_8,F-91213S-1,surface,0,CFU_25CM2
8845197,2020-09-04,F-91213S-2-31OCT20-1,91213,ISO_8,F-91213S-2,surface,0,CFU_25CM2
8845200,2020-09-04,F-91260AS-1-31OCT20-1,91260,ISO_8,F-91260AS-1,surface,1,CFU_25CM2
8845202,2020-09-04,F-91261S-1-31OCT20-1,91261,ISO_8,F-91261S-1,surface,0,CFU_25CM2
8845205,2020-09-04,F-91263S-1-31OCT20-1,91263,ISO_8,F-91263S-1,surface,2,CFU_25CM2
8845208,2020-09-04,W-91210S-1-31OCT20-1,91210,ISO_8,W-91210S-1,surface,0,CFU_25CM2
8845212,2020-09-04,W-91212S-1-31OCT20-1,91212,ISO_8,W-91212S-1,surface,0,CFU_25CM2
8845215,2020-09-04,W-91212S-2-31OCT20-1,91212,ISO_8,W-91212S-2,surface,0,CFU_25CM2
8845217,2020-09-04,W-91212S-3-31OCT20-1,91212,ISO_8,W-91212S-3,surface,0,CFU_25CM2
8845223,2020-09-04,W-91213S-2-31OCT20-1,91213,ISO_8,W-91213S-2,surface,0,CFU_25CM2
8845227,2020-09-04,W-91263S-1-31OCT20-1,91263,ISO_8,W-91263S-1,surface,0,CFU_25CM2
8845230,2020-10-14,F-92072AS-1-31OCT20-1,92072,ISO_9,F-92072AS-1,surface,0,CFU_25CM2
8845232,2020-10-14,F-92072S-1-31OCT20-1,92072,ISO_9,F-92072S-1,surface,0,CFU_25CM2
8845234,2020-10-14,F-92075S-1-31OCT20-1,92075,ISO_9,F-92075S-1,surface,0,CFU_25CM2
8824002,2020-08-13,V-91171-1-13AUG20-1,91171,ISO_8,V-91171-1,viable air,0,CFU_M3
8806757,2020-07-30,F-93039S-1-31DEC20-2,93039,ISO_9,F-93039S-1,surface,0,CFU_25CM2
8806758,2020-07-30,F-93040S-1-31DEC20-2,93040,ISO_9,F-93040S-1,surface,0,CFU_25CM2
8806759,2020-07-30,F-93100S-1-31DEC20-2,93100,ISO_9,F-93100S-1,surface,0,CFU_25CM2
8806760,2020-07-30,F-93200S-1-31DEC20-2,93200,ISO_9,F-93200S-1,surface,0,CFU_25CM2
8806761,2020-07-30,F-93290S-1-31DEC20-2,93290,ISO_9,F-93290S-1,surface,0,CFU_25CM2
8834529,2020-08-20,S-91141-H-2-21AUG20-2,91141,ISO_8,S-91141-H-2,surface,0,CFU_25CM2
8834540,2020-08-20,S-91141-H-14-21AUG20-1,91141,ISO_5,S-91141-H-14,surface,0,CFU_25CM2
8845236,2020-10-14,F-92076S-1-31OCT20-1,92076,ISO_9,F-92076S-1,surface,0,CFU_25CM2
8845240,2020-10-14,W-92072S-1-31OCT20-1,92072,ISO_9,W-92072S-1,surface,0,CFU_25CM2
8845237,2020-10-14,W-92072AS-1-31OCT20-1,92072,ISO_9,W-92072AS-1,surface,0,CFU_25CM2
8845242,2020-10-14,W-92075S-1-31OCT20-1,92075,ISO_9,W-92075S-1,surface,0,CFU_25CM2
8845246,2020-10-14,W-92076S-1-31OCT20-1,92076,ISO_9,W-92076S-1,surface,0,CFU_25CM2
8845249,2020-10-14,WS-92075S-1-31OCT20-1,92075,ISO_9,WS-92075S-1,surface,0,CFU_25CM2
8845252,2020-10-14,WS-92075S-2-31OCT20-1,92075,ISO_9,WS-92075S-2,surface,0,CFU_25CM2
8845682,2020-09-30,V-91126-1-31OCT20-1,91126,ISO_9,V-91126-1,viable air,0,CFU_M3
8845683,2020-09-30,V-91127-1-31OCT20-1,91127,ISO_9,V-91127-1,viable air,0,CFU_M3
8845684,2020-09-30,V-91130-1-31OCT20-1,91130,ISO_9,V-91130-1,viable air,16,CFU_M3
8845685,2020-09-30,V-91131-1-31OCT20-1,91131,ISO_9,V-91131-1,viable air,0,CFU_M3
8845686,2020-09-30,V-91133-1-31OCT20-1,91133,ISO_9,V-91133-1,viable air,0,CFU_M3
8845687,2020-09-30,V-91134-1-31OCT20-1,91134,ISO_9,V-91134-1,viable air,18,CFU_M3
8845688,2020-09-30,V-91135-1-31OCT20-1,91135,ISO_9,V-91135-1,viable air,16,CFU_M3
8766711,2020-09-23,V-91160-2 SDA-30SEP20-2,91160,ISO_8,V-91160-2 SDA,viable air,0,CFU_M3
8876042,2020-09-23,V-92058-2-23SEP20-1,92058,ISO_8,V-92058-2,viable air,0,CFU_M3
8876043,2020-09-23,V-92130E-3-23SEP20-1,92130,ISO_8,V-92130E-3,viable air,0,CFU_M3
8873112,2020-09-19,V-91141-H-2-19SEP20-1,91141,ISO_8,V-91141-H-2,viable air,0,CFU_M3
8873113,2020-09-19,V-91141-H-6-19SEP20-1,91141,ISO_8,V-91141-H-6,viable air,0,CFU_M3
8873133,2020-09-19,SP-91141-H-3-19SEP20-1,91141,ISO_8,SP-91141-H-3,settle plate,0,CFU
8845695,2020-09-30,V-92081-1-31OCT20-1,92081,ISO_9,V-92081-1,viable air,0,CFU_M3
8845696,2020-09-30,V-92082-1-31OCT20-1,92082,ISO_9,V-92082-1,viable air,0,CFU_M3
8845697,2020-09-30,V-92083-1-31OCT20-1,92083,ISO_9,V-92083-1,viable air,0,CFU_M3
8845698,2020-09-30,V-92084-1-31OCT20-1,92084,ISO_9,V-92084-1,viable air,0,CFU_M3
8873114,2020-09-19,V-91141-H-7-19SEP20-1,91141,ISO_8,V-91141-H-7,viable air,0,CFU_M3
8845699,2020-09-30,V-92084-2-31OCT20-1,92084,ISO_9,V-92084-2,viable air,0,CFU_M3
8845700,2020-09-30,V-92085-1-31OCT20-1,92085,ISO_9,V-92085-1,viable air,0,CFU_M3
8766375,2020-09-10,W-92130ES-1-SDA-30SEP20-2,92130,ISO_8,W-92130ES-1,surface,0,CFU_25CM2
8766369,2020-09-10,F-92130ES-2-SDA-30SEP20-2,92130,ISO_8,F-92130ES-2,surface,0,CFU_25CM2
8814236,2020-08-05,V-91171-1-05AUG20-1,91171,ISO_8,V-91171-1,viable air,0,CFU_M3
8840203,2020-08-27,V-91212-A-27AUG20-1,91212,ISO_8,V-91212-A,viable air,2,CFU_M3
8845312,2020-10-25,V-92210-2-31OCT20-1,92210,ISO_9,V-92210-2,viable air,0,CFU_M3
8845314,2020-10-25,V-92212-1-31OCT20-1,92212,ISO_9,V-92212-1,viable air,0,CFU_M3
8845316,2020-10-25,V-92213-1-31OCT20-1,92213,ISO_9,V-92213-1,viable air,0,CFU_M3
8845319,2020-10-25,V-92213A-1-31OCT20-1,92213,ISO_9,V-92213A-1,viable air,0,CFU_M3
8845321,2020-10-25,V-92215-1-31OCT20-1,92215,ISO_9,V-92215-1,viable air,0,CFU_M3
8845323,2020-10-25,V-92216-1-31OCT20-1,92216,ISO_9,V-92216-1,viable air,0,CFU_M3
8845326,2020-10-25,V-92217-1-31OCT20-1,92217,ISO_9,V-92217-1,viable air,0,CFU_M3
8845329,2020-10-25,V-92218-1-31OCT20-1,92218,ISO_9,V-92218-1,viable air,0,CFU_M3
8845309,2020-10-25,V-92210-1-31OCT20-1,92210,ISO_9,V-92210-1,viable air,0,CFU_M3
8845333,2020-10-25,V-92218-2-31OCT20-1,92218,ISO_9,V-92218-2,viable air,0,CFU_M3
8845339,2020-10-25,V-92230-2-31OCT20-1,92230,ISO_9,V-92230-2,viable air,0,CFU_M3
8845343,2020-10-25,V-92230-3-31OCT20-1,92230,ISO_9,V-92230-3,viable air,0,CFU_M3
8855486,2020-09-09,S-92074-H-2-12SEP20-1,92074,ISO_5,S-92074-H-2,surface,0,CFU_25CM2
8855489,2020-09-09,V-92074-H-1-12SEP20-1,92074,ISO_5,V-92074-H-1,viable air,0,CFU_M3
8855493,2020-09-09,V-92074-H-2-12SEP20-1,92074,ISO_5,V-92074-H-2,viable air,0,CFU_M3
8855502,2020-09-06,S-92092-H-1-12SEP20-1,92092,ISO_5,S-92092-H-1,surface,0,CFU_25CM2
8855507,2020-09-06,V-92092-H-1-12SEP20-1,92092,ISO_5,V-92092-H-1,viable air,0,CFU_M3
8816669,2020-08-06,V-91141-H-7-06AUG20-1,91141,ISO_8,V-91141-H-7,viable air,0,CFU_M3
8817190,2020-08-07,V-91171-1-07AUG20-1,91171,ISO_8,V-91171-1,viable air,0,CFU_M3
8817192,2020-08-07,V-91171-1-07AUG20-1,91171,ISO_8,V-91171-1,viable air,0,CFU_M3
8829153,2020-08-17,F-92075S-1-17AUG20-2,92075,ISO_8,F-92075S-1,surface,0,CFU_25CM2
8829154,2020-08-17,WS-92075S-1-17AUG20-2,92075,ISO_8,WS-92075S-1,surface,0,CFU_25CM2
8829155,2020-08-17,WS-92075S-2-17AUG20-2,92075,ISO_8,WS-92075S-2,surface,0,CFU_25CM2
8879433,2020-09-27,S-92074-H-1-03OCT20-1,92074,ISO_5,S-92074-H-1,surface,0,CFU_25CM2
8879437,2020-09-27,S-92074-H-2-03OCT20-1,92074,ISO_5,S-92074-H-2,surface,0,CFU_25CM2
8879440,2020-09-27,V-92074-H-1-03OCT20-1,92074,ISO_5,V-92074-H-1,viable air,0,CFU_M3
8818001,2020-08-11,S-92074-H-1-15AUG20-1,92074,ISO_5,S-92074-H-1,surface,0,CFU_25CM2
8818005,2020-08-11,S-92074-H-2-15AUG20-1,92074,ISO_5,S-92074-H-2,surface,0,CFU_25CM2
8818009,2020-08-11,V-92074-H-1-15AUG20-1,92074,ISO_5,V-92074-H-1,viable air,0,CFU_M3
8818014,2020-08-11,V-92074-H-2-15AUG20-1,92074,ISO_5,V-92074-H-2,viable air,0,CFU_M3
8818024,2020-08-09,S-92092-H-1-15AUG20-1,92092,ISO_5,S-92092-H-1,surface,0,CFU_25CM2
8818027,2020-08-09,V-92092-H-1-15AUG20-1,92092,ISO_5,V-92092-H-1,viable air,0,CFU_M3
8850703,2020-09-02,V-91171-1-02SEP20-1,91171,ISO_8,V-91171-1,viable air,2,CFU_M3
8850705,2020-09-02,V-91212-A-02SEP20-1,91212,ISO_8,V-91212-A,viable air,0,CFU_M3
8827370,2020-08-19,V-91160-11-31AUG20-1,91160,ISO_8,V-91160-11,viable air,0,CFU_M3
8827363,2020-08-19,V-91155-1-31AUG20-1,91155,ISO_8,V-91155-1,viable air,0,CFU_M3
8827366,2020-08-19,V-91157-1-31AUG20-1,91157,ISO_8,V-91157-1,viable air,0,CFU_M3
8827368,2020-08-19,V-91160-1-31AUG20-1,91160,ISO_8,V-91160-1,viable air,0,CFU_M3
8827372,2020-08-19,V-91160-2-31AUG20-1,91160,ISO_8,V-91160-2,viable air,0,CFU_M3
8827374,2020-08-19,V-91160-3-31AUG20-1,91160,ISO_8,V-91160-3,viable air,0,CFU_M3
8866544,2020-09-23,V-91160-2-30SEP20-1,91160,ISO_8,V-91160-2,viable air,0,CFU_M3
8827376,2020-08-19,V-91160-6-31AUG20-1,91160,ISO_8,V-91160-6,viable air,0,CFU_M3
8866539,2020-09-23,SP-91160-1-30SEP20-1,91160,ISO_8,SP-91160-1,settle plate,0,CFU
8866540,2020-09-23,V-91155-1-30SEP20-1,91155,ISO_8,V-91155-1,viable air,0,CFU_M3
8866541,2020-09-23,V-91157-1-30SEP20-1,91157,ISO_8,V-91157-1,viable air,0,CFU_M3
8866542,2020-09-23,V-91160-1-30SEP20-1,91160,ISO_8,V-91160-1,viable air,0,CFU_M3
8866543,2020-09-23,V-91160-11-30SEP20-1,91160,ISO_8,V-91160-11,viable air,0,CFU_M3
8866545,2020-09-23,V-91160-3-30SEP20-1,91160,ISO_8,V-91160-3,viable air,1,CFU_M3
8866546,2020-09-23,V-91160-6-30SEP20-1,91160,ISO_8,V-91160-6,viable air,0,CFU_M3
8764840,2020-07-18,V-92073-1 SDA-30SEP20-2,92073,ISO_8,V-92073-1 SDA,viable air,0,CFU_M3
8790596,2020-07-18,SP-92074-H-1-18JUL20-1,92074,ISO_5,SP-92074-H-1,settle plate,0,CFU
8790597,2020-07-18,SP-92074-H-2-18JUL20-1,92074,ISO_5,SP-92074-H-2,settle plate,0,CFU
8830328,2020-08-18,F-91131S-1-18AUG20-1,91131,ISO_9,F-91131S-1,surface,0,CFU_25CM2
8827377,2020-08-19,V-91160-7-31AUG20-1,91160,ISO_8,V-91160-7,viable air,0,CFU_M3
8827382,2020-08-19,V-91160-9-31AUG20-1,91160,ISO_8,V-91160-9,viable air,0,CFU_M3
8827384,2020-08-19,V-91161-1-31AUG20-1,91161,ISO_8,V-91161-1,viable air,0,CFU_M3
8827387,2020-08-19,V-91162-1-31AUG20-1,91162,ISO_8,V-91162-1,viable air,0,CFU_M3
8827389,2020-08-19,V-91163-1-31AUG20-1,91163,ISO_8,V-91163-1,viable air,0,CFU_M3
8827392,2020-08-19,V-91164-1-31AUG20-1,91164,ISO_8,V-91164-1,viable air,0,CFU_M3
8827407,2020-08-21,V-91140-1-31AUG20-1,91140,ISO_8,V-91140-1,viable air,0,CFU_M3
8827409,2020-08-21,V-91141-1-31AUG20-1,91141,ISO_8,V-91141-1,viable air,0,CFU_M3
8827411,2020-08-21,V-91141-3-31AUG20-1,91141,ISO_8,V-91141-3,viable air,0,CFU_M3
8799197,2020-07-25,V-91153-1-25JUL20-1,91153,ISO_9,V-91153-1,viable air,4,CFU_M3
8827379,2020-08-19,V-91160-8-31AUG20-1,91160,ISO_8,V-91160-8,viable air,0,CFU_M3
8866547,2020-09-23,V-91160-7-30SEP20-1,91160,ISO_8,V-91160-7,viable air,0,CFU_M3
8866549,2020-09-23,V-91160-9-30SEP20-1,91160,ISO_8,V-91160-9,viable air,0,CFU_M3
8866550,2020-09-23,V-91161-1-30SEP20-1,91161,ISO_8,V-91161-1,viable air,2,CFU_M3
8866551,2020-09-23,V-91162-1-30SEP20-1,91162,ISO_8,V-91162-1,viable air,0,CFU_M3
8866552,2020-09-23,V-91163-1-30SEP20-1,91163,ISO_8,V-91163-1,viable air,0,CFU_M3
8866553,2020-09-23,V-91164-1-30SEP20-1,91164,ISO_8,V-91164-1,viable air,0,CFU_M3
8866559,2020-09-17,V-91140-1-30SEP20-1,91140,ISO_8,V-91140-1,viable air,0,CFU_M3
8866560,2020-09-17,V-91141-1-30SEP20-1,91141,ISO_8,V-91141-1,viable air,0,CFU_M3
8866561,2020-09-17,V-91141-3-30SEP20-1,91141,ISO_8,V-91141-3,viable air,0,CFU_M3
8855483,2020-09-09,S-92074-H-1-12SEP20-1,92074,ISO_5,S-92074-H-1,surface,0,CFU_25CM2
8826793,2020-08-24,W-92074S-1-31AUG20-1,92074,ISO_8,W-92074S-1,surface,0,CFU_25CM2
8826783,2020-08-24,F-92070S-1-31AUG20-1,92070,ISO_8,F-92070S-1,surface,0,CFU_25CM2
8826785,2020-08-24,F-92073S-1-31AUG20-1,92073,ISO_8,F-92073S-1,surface,1,CFU_25CM2
8826787,2020-08-24,F-92074S-1-31AUG20-1,92074,ISO_8,F-92074S-1,surface,0,CFU_25CM2
8826789,2020-08-24,W-92070S-1-31AUG20-1,92070,ISO_8,W-92070S-1,surface,0,CFU_25CM2
8826791,2020-08-24,W-92073S-1-31AUG20-1,92073,ISO_8,W-92073S-1,surface,0,CFU_25CM2
8826795,2020-08-24,W-92074S-2-31AUG20-1,92074,ISO_8,W-92074S-2,surface,0,CFU_25CM2
8826802,2020-08-23,F-92092AS-1-31AUG20-1,92092,ISO_8,F-92092AS-1,surface,0,CFU_25CM2
8826797,2020-08-24,W-92074S-3-31AUG20-1,92074,ISO_8,W-92074S-3,surface,0,CFU_25CM2
8826798,2020-08-24,W-92074S-4-31AUG20-1,92074,ISO_8,W-92074S-4,surface,0,CFU_25CM2
8826801,2020-08-23,F-92091S-1-31AUG20-1,92091,ISO_8,F-92091S-1,surface,0,CFU_25CM2
8827414,2020-08-21,V-91142-1-31AUG20-1,91142,ISO_8,V-91142-1,viable air,0,CFU_M3
8827416,2020-08-21,V-91143-1-31AUG20-1,91143,ISO_8,V-91143-1,viable air,0,CFU_M3
8866562,2020-09-17,V-91142-1-30SEP20-1,91142,ISO_8,V-91142-1,viable air,0,CFU_M3
8866563,2020-09-17,V-91143-1-30SEP20-1,91143,ISO_8,V-91143-1,viable air,0,CFU_M3
8860220,2020-09-10,SP-92058-1-10SEP20-1,92058,ISO_8,SP-92058-1,settle plate,0,CFU
8805589,2020-07-30,V-91171-1-30JUL20-1,91171,ISO_8,V-91171-1,viable air,0,CFU_M3
8826803,2020-08-23,F-92092S-1-31AUG20-1,92092,ISO_8,F-92092S-1,surface,0,CFU_25CM2
8826804,2020-08-23,F-92093S-1-31AUG20-1,92093,ISO_8,F-92093S-1,surface,1,CFU_25CM2
8826806,2020-08-23,W-92091S-1-31AUG20-1,92091,ISO_8,W-92091S-1,surface,0,CFU_25CM2
8826807,2020-08-23,W-92092S-1-31AUG20-1,92092,ISO_8,W-92092S-1,surface,0,CFU_25CM2
8826809,2020-08-23,W-92092S-2-31AUG20-1,92092,ISO_8,W-92092S-2,surface,0,CFU_25CM2
8826813,2020-08-23,W-92092S-3-31AUG20-1,92092,ISO_8,W-92092S-3,surface,0,CFU_25CM2
8826815,2020-08-23,W-92093S-1-31AUG20-1,92093,ISO_8,W-92093S-1,surface,0,CFU_25CM2
8826818,2020-08-23,WS-92092S-1-31AUG20-1,92092,ISO_8,WS-92092S-1,surface,0,CFU_25CM2
8826820,2020-08-23,WS-92092S-2-31AUG20-1,92092,ISO_8,WS-92092S-2,surface,0,CFU_25CM2
8836312,2020-08-22,SP-92092-H-1-22AUG20-1,92092,ISO_5,SP-92092-H-1,settle plate,0,CFU
8773856,2020-07-05,V-91141-H-2-05JUL20-1,91141,ISO_8,V-91141-H-2,viable air,0,CFU_M3
8773857,2020-07-05,V-91141-H-6-05JUL20-1,91141,ISO_8,V-91141-H-6,viable air,0,CFU_M3
8773858,2020-07-05,V-91141-H-7-05JUL20-1,91141,ISO_8,V-91141-H-7,viable air,0,CFU_M3
8826855,2020-08-24,V-92070-1-31AUG20-1,92070,ISO_8,V-92070-1,viable air,0,CFU_M3
8826859,2020-08-24,V-92073-1-31AUG20-1,92073,ISO_8,V-92073-1,viable air,0,CFU_M3
8811633,2020-08-02,V-91212-A-02AUG20-1,91212,ISO_8,V-91212-A,viable air,0,CFU_M3
8864947,2020-08-16,V-91141-H-2-16AUG20-2,91141,ISO_8,V-91141-H-2,viable air,0,CFU_M3
8826902,2020-08-23,V-92092-3-31AUG20-1,92092,ISO_8,V-92092-3,viable air,0,CFU_M3
8826895,2020-08-23,V-92091-1-31AUG20-1,92091,ISO_8,V-92091-1,viable air,0,CFU_M3
8826897,2020-08-23,V-92092-1-31AUG20-1,92092,ISO_8,V-92092-1,viable air,0,CFU_M3
8826900,2020-08-23,V-92092-2-31AUG20-1,92092,ISO_8,V-92092-2,viable air,0,CFU_M3
8826906,2020-08-23,V-92092A-1-31AUG20-1,92092,ISO_8,V-92092A-1,viable air,0,CFU_M3
8826908,2020-08-23,V-92093-1-31AUG20-1,92093,ISO_8,V-92093-1,viable air,0,CFU_M3
8853453,2020-09-02,F-93211S-1-03SEP20-1,93211,ISO_9,F-93211S-1,surface,0,CFU_25CM2
8853454,2020-09-02,F-93211S-A-03SEP20-1,93211,ISO_9,F-93211S-A,surface,0,CFU_25CM2
8766679,2020-09-02,V-94003-1 SDA-30SEP20-2,94003,ISO_8,V-94003-1 SDA,viable air,0,CFU_M3
8835427,2020-08-23,V-92092-H-1-29AUG20-1,92092,ISO_5,V-92092-H-1,viable air,0,CFU_M3
8835401,2020-08-24,S-92074-H-1-29AUG20-1,92074,ISO_5,S-92074-H-1,surface,0,CFU_25CM2
8835404,2020-08-24,S-92074-H-2-29AUG20-1,92074,ISO_5,S-92074-H-2,surface,0,CFU_25CM2
